time,follower_x,follower_y,follower_z,tag_x,tag_y,tag_z,set_x,set_y,set_z,distance
1.67,0.48925986886024475,3.4752464294433594,-1.010469913482666,4.190181732177734,3.245187520980835,0.48227158188819885,0,0,1.2,3.708065498308298
1.771,0.4632338285446167,3.481722831726074,-0.8921703100204468,4.181812763214111,3.254443645477295,0.4766077399253845,0,0,1.2,3.725518101132998
1.871,0.44995132088661194,3.496502161026001,-0.7326368093490601,4.18226432800293,3.26609468460083,0.4725923538208008,0,0,1.2,3.7394181349886866
1.991,0.4459157884120941,3.5205254554748535,-0.5740996599197388,4.178110122680664,3.278575897216797,0.4563644528388977,0,0,1.2,3.7400286278968085
2.071,0.45960864424705505,3.526881694793701,-0.4013654291629791,4.170546054840088,3.278014659881592,0.4572257995605469,0,0,1.2,3.71927294862919
2.173,0.4751628041267395,3.525289535522461,-0.21250033378601074,4.161477088928223,3.2728829383850098,0.4557730555534363,0,0,1.2,3.694945479517929
2.274,0.5134314894676208,3.5180399417877197,0.0047706738114356995,4.1447672843933105,3.2557520866394043,0.45298323035240173,0,0,1.2,3.640795871024204
2.371,0.5469059944152832,3.5069093704223633,0.17436084151268005,4.1475043296813965,3.2428486347198486,0.4475310444831848,0,0,1.2,3.6102681955861478
2.473,0.5657698512077332,3.489046335220337,0.3770867586135864,4.129410266876221,3.228677749633789,0.44984370470046997,0,0,1.2,3.5731393497240225
2.581,0.586615800857544,3.4688100814819336,0.5406852960586548,4.128872394561768,3.2346842288970947,0.44816699624061584,0,0,1.2,3.5499854493349163
2.677,0.5947813391685486,3.445661783218384,0.7021731734275818,4.1238813400268555,3.23868465423584,0.46558448672294617,0,0,1.2,3.535164260395825
2.774,0.5677416324615479,3.422455310821533,0.8741875290870667,4.1087751388549805,3.2198140621185303,0.46929919719696045,0,0,1.2,3.546827000161818
2.88,0.5345772504806519,3.4150054454803467,1.005354881286621,4.118852138519287,3.2167975902557373,0.46943923830986023,0,0,1.2,3.5897510814675035
2.981,0.4886389672756195,3.4063401222229004,1.1433769464492798,4.105704307556152,3.2083520889282227,0.4801485538482666,0,0,1.2,3.622479942965402
3.069,0.45276588201522827,3.3815369606018066,1.292175531387329,4.115904331207275,3.2228047847747803,0.46275103092193604,0,0,1.2,3.6665759506100373
3.17,0.42268043756484985,3.382598638534546,1.3583588600158691,4.126294136047363,3.2261037826538086,0.46351319551467896,0,0,1.2,3.706918540716056
3.27,0.38524842262268066,3.373415231704712,1.4019520282745361,4.138073921203613,3.2291696071624756,0.4856047034263611,0,0,1.2,3.755596626769015
3.369,0.38013699650764465,3.362936019897461,1.4252772331237793,4.1522016525268555,3.2317018508911133,0.49476921558380127,0,0,1.2,3.7743468542655316
3.471,0.3674375116825104,3.3663737773895264,1.4388359785079956,4.165718078613281,3.2287397384643555,0.4856477677822113,0,0,1.2,3.8007733941652972
3.569,0.36755529046058655,3.3623616695404053,1.4501179456710815,4.1773834228515625,3.2241241931915283,0.48752331733703613,0,0,1.2,3.8123352421088335
3.67,0.3979857563972473,3.3572168350219727,1.4646081924438477,4.192566394805908,3.218135356903076,0.4906028211116791,0,0,1.2,3.797128636080376
3.77,0.40839099884033203,3.362654209136963,1.4648528099060059,4.196346282958984,3.2128376960754395,0.4825381934642792,0,0,1.2,3.7909168049521127
3.868,0.4148925542831421,3.3377835750579834,1.4904502630233765,4.197031021118164,3.2187352180480957,0.49045348167419434,0,0,1.2,3.78401161383259
3.972,0.44558778405189514,3.3233070373535156,1.5025722980499268,4.21136999130249,3.2282168865203857,0.4615563154220581,0,0,1.2,3.7669825814875533
4.071,0.452769935131073,3.3172266483306885,1.5073786973953247,4.216905117034912,3.2484869956970215,0.46311211585998535,0,0,1.2,3.7647627823663
4.175,0.4794121980667114,3.318093776702881,1.4906997680664062,4.220221996307373,3.2456963062286377,0.457722544670105,0,0,1.2,3.7415103020497495
4.27,0.4806016981601715,3.3346290588378906,1.4594100713729858,4.239538192749023,3.247711181640625,0.44523364305496216,0,0,1.2,3.759941261207202
4.369,0.4665733873844147,3.3681139945983887,1.44033944606781,4.228848457336426,3.262432098388672,0.4554242193698883,0,0,1.2,3.763759073741157
4.468,0.46359017491340637,3.39730167388916,1.419140100479126,4.225780963897705,3.2693722248077393,0.4429561495780945,0,0,1.2,3.764365215632056
4.568,0.45447972416877747,3.419670343399048,1.3791487216949463,4.226318836212158,3.2777602672576904,0.4272496700286865,0,0,1.2,3.774507750270311
4.67,0.4436075985431671,3.444042444229126,1.334069848060608,4.207959175109863,3.2787563800811768,0.44249171018600464,0,0,1.2,3.7679785396153322
4.769,0.4335823655128479,3.455003023147583,1.2940930128097534,4.206072807312012,3.2842447757720947,0.4403088688850403,0,0,1.2,3.7763530704255923
4.869,0.4533272385597229,3.463365077972412,1.2585138082504272,4.1932830810546875,3.2864251136779785,0.4356737732887268,0,0,1.2,3.7441390805867156
5.048,0.4548707604408264,3.469003200531006,1.2485582828521729,4.174689769744873,3.294403314590454,0.4348851442337036,0.8529312388705972,3.4455706143517557,1.2,3.723914416598506
5.07,0.4689261317253113,3.4631259441375732,1.2455487251281738,4.174689769744873,3.294403314590454,0.4348851442337036,0.8529312388705972,3.4455706143517557,1.2,3.709602602245862
5.171,0.4810979664325714,3.459409236907959,1.2578716278076172,4.172272682189941,3.2949962615966797,0.4553466737270355,0.8685121828862657,3.444932876293058,1.2,3.694834557689587
5.31,0.5052880048751831,3.4404847621917725,1.2581623792648315,4.167497634887695,3.2927162647247314,0.4512907564640045,0.880689652347808,3.4413403535052995,1.2,3.665189613512519
5.37,0.5056926012039185,3.433281421661377,1.2697962522506714,4.1740288734436035,3.2988414764404297,0.4375230669975281,0.880689652347808,3.4413403535052995,1.2,3.670798973670495
5.468,0.5321288704872131,3.43861722946167,1.2712301015853882,4.1653618812561035,3.295686960220337,0.4358021914958954,0.9054242453011874,3.4186317558872235,1.2,3.6360433402816
5.567,0.5701848864555359,3.4439620971679688,1.2780652046203613,4.168783664703369,3.2915568351745605,0.40523743629455566,0.9318197070092562,3.4228935148779747,1.2,3.6018246113171695
5.669,0.6308968663215637,3.451200246810913,1.2884951829910278,4.164233207702637,3.2788312435150146,0.4071904718875885,0.9698266421302348,3.427036757548206,1.2,3.5375382364889583
5.768,0.7081621885299683,3.4606354236602783,1.3152296543121338,4.158791542053223,3.2740895748138428,0.4208737015724182,1.030421745508503,3.4317099694742104,1.2,3.455668139320984
5.868,0.7844101190567017,3.4536221027374268,1.3359757661819458,4.157410621643066,3.2663638591766357,0.41284796595573425,1.1075789397231288,3.4390423954729026,1.2,3.3781944941387465
5.967,0.8653132915496826,3.4337966442108154,1.3503433465957642,4.155738830566406,3.26310658454895,0.4181287884712219,1.1837951169824998,3.43144951985202,1.2,3.294849818167873
6.068,0.9344080090522766,3.4188244342803955,1.3607524633407593,4.159407138824463,3.2525854110717773,0.411152184009552,1.2647761770351753,3.4130745999196703,1.2,3.2292808487136444
6.172,0.97130286693573,3.3938393592834473,1.393850564956665,4.147899627685547,3.2363102436065674,0.43593668937683105,1.3338776471367852,3.3982329737049133,1.2,3.1805003384203827
6.267,1.00796377658844,3.373837471008301,1.4022529125213623,4.148463726043701,3.2252070903778076,0.4412129819393158,1.3708119281204234,3.374027493361104,1.2,3.144015095793095
6.367,1.0531175136566162,3.359598398208618,1.3982295989990234,4.1485209465026855,3.21976637840271,0.45981380343437195,1.4075165590998806,3.3549278441646675,1.2,3.098560214976987
6.468,1.110159993171692,3.362537384033203,1.3581057786941528,4.157754421234131,3.212702989578247,0.46627843379974365,1.4527099976605533,3.341547173109938,1.2,3.0512754945627094
6.57,1.1674586534500122,3.3791697025299072,1.3209712505340576,4.157590389251709,3.2027885913848877,0.46136417984962463,1.5096774321565585,3.3428951859135045,1.2,2.995329379854112
6.672,1.214135766029358,3.4050824642181396,1.2767035961151123,4.153099536895752,3.1984379291534424,0.4700300693511963,1.5667645536174697,3.355615550211125,1.2,2.946219613392274
6.773,1.2710460424423218,3.4464757442474365,1.2399810552597046,4.1515278816223145,3.1918489933013916,0.48451077938079834,1.6131506605751822,3.3770269134200417,1.2,2.891714095159321
6.873,1.3141491413116455,3.4799129962921143,1.213304042816162,4.153253555297852,3.196239709854126,0.4821178913116455,1.6694923264649184,3.411254177720886,1.2,2.853241035551411
6.969,1.3501795530319214,3.4985976219177246,1.1961183547973633,4.147223472595215,3.1932287216186523,0.4890235662460327,1.7121673078262776,3.440144426738625,1.2,2.813663955278927
7.076,1.3925995826721191,3.4997525215148926,1.210834264755249,4.156199932098389,3.198848009109497,0.4796081781387329,1.747816792449308,3.4551853445238807,1.2,2.7799335274309938
7.168,1.4177627563476562,3.494243621826172,1.230499267578125,4.155581951141357,3.211214780807495,0.4775988757610321,1.7902494289229656,3.4564558729531596,1.2,2.752409720268624
7.268,1.4430238008499146,3.482001304626465,1.273819923400879,4.142693042755127,3.211343765258789,0.47303444147109985,1.815642356122722,3.453111832625681,1.2,2.713202815733765
7.367,1.4640579223632812,3.478032350540161,1.3095520734786987,4.141329765319824,3.2148358821868896,0.4783550798892975,1.8410285834264222,3.4420990108800273,1.2,2.690177856953246
7.486,1.5031943321228027,3.475700855255127,1.3416653871536255,4.142521858215332,3.2170701026916504,0.47466275095939636,1.8621389393542813,3.438897916707395,1.2,2.6519690149323503
7.567,1.556551456451416,3.478409767150879,1.3633332252502441,4.148755073547363,3.219015121459961,0.4690949022769928,1.901287599612937,3.436691236197406,1.2,2.6051497413197633
7.666,1.6229114532470703,3.4659252166748047,1.372977375984192,4.151151657104492,3.222818613052368,0.48401209712028503,1.9545636821567596,3.4385817846627003,1.2,2.5399014447662838
7.768,1.6719671487808228,3.4623026847839355,1.3867610692977905,4.156394958496094,3.228985548019409,0.46917596459388733,2.0210749660978715,3.4276392266221776,1.2,2.495359378525389
