time,cf231_x,cf231_y,cf231_z,cf231_ex,cf231_ey,cf231_ez,cf2_x,cf2_y,cf2_z,cf2_ex,cf2_ey,cf2_ez,separation_xy,separation_3d
0.957,1.8799299001693726,2.327131509780884,-0.07777496427297592,0.0,0.0,0.7,1.1336058378219604,3.7011234760284424,0.28599822521209717,0.0,0.0,1.0,1.5636027402609578,1.605361162710659
0.993,1.8799299001693726,2.327131509780884,-0.07777496427297592,0.0,0.0,0.7,1.2261642217636108,3.7428622245788574,0.14059066772460938,0.0,0.0,1.0,1.5593918747652007,1.5746067980043246
1.057,1.8953498601913452,2.3271536827087402,-0.06326450407505035,0.0,0.0,0.7,1.2261642217636108,3.7428622245788574,0.14059066772460938,0.0,0.0,1.0,1.5658991328313416,1.579112733553693
1.092,1.8953498601913452,2.3271536827087402,-0.06326450407505035,0.0,0.0,0.7,1.2515133619308472,3.7559146881103516,0.04264237359166145,0.0,0.0,1.0,1.5671258555229581,1.5707003895669205
1.158,1.8994040489196777,2.3339545726776123,-0.07154671102762222,0.0,0.0,0.7,1.2515133619308472,3.7559146881103516,0.04264237359166145,0.0,0.0,1.0,1.5626045283974919,1.5667712210831988
1.19,1.8994040489196777,2.3339545726776123,-0.07154671102762222,0.0,0.0,0.7,1.2235205173492432,3.7601397037506104,-0.013297444209456444,0.0,0.0,1.0,1.5782340055713624,1.579308568148315
1.253,1.9106528759002686,2.3378467559814453,-0.07330753654241562,0.0,0.0,0.7,1.2235205173492432,3.7601397037506104,-0.013297444209456444,0.0,0.0,1.0,1.5795784587799986,1.5807179756754859
1.289,1.9106528759002686,2.3378467559814453,-0.07330753654241562,0.0,0.0,0.7,1.1641956567764282,3.7326912879943848,-0.021689601242542267,0.0,0.0,1.0,1.5820207484317306,1.5828626155523147
1.354,1.917203426361084,2.3518013954162598,-0.0594196692109108,0.0,0.0,0.7,1.1641956567764282,3.7326912879943848,-0.021689601242542267,0.0,0.0,1.0,1.5728565085471986,1.5733089825295543
1.457,1.9105345010757446,2.34554386138916,-0.051333606243133545,0.0,0.0,0.7,1.1641956567764282,3.7326912879943848,-0.021689601242542267,0.0,0.0,1.0,1.5751824191653283,1.5754613358251643
1.471,1.9105345010757446,2.34554386138916,-0.051333606243133545,0.0,0.0,0.7,1.0536266565322876,3.711648941040039,0.02922576107084751,0.0,0.0,1.0,1.612617171770178,1.6146281164249794
1.502,1.9105345010757446,2.34554386138916,-0.051333606243133545,0.0,0.0,0.7,0.9423739314079285,3.6887400150299072,0.12147881090641022,0.0,0.0,1.0,1.655750825400612,1.6647447033512002
1.593,1.909449815750122,2.3508028984069824,-0.06664716452360153,0.0,0.0,0.7,0.9423739314079285,3.6887400150299072,0.12147881090641022,0.0,0.0,1.0,1.6508517480723404,1.66153630015868
1.598,1.909449815750122,2.3508028984069824,-0.06664716452360153,0.0,0.0,0.7,0.8496493101119995,3.6477036476135254,0.19185368716716766,0.0,0.0,1.0,1.674851833758232,1.6946832610751088
1.667,1.8992385864257812,2.3501851558685303,-0.0577213354408741,0.0,0.0,0.7,0.8496493101119995,3.6477036476135254,0.19185368716716766,0.0,0.0,1.0,1.668889416759869,1.687447651716313
1.693,1.8992385864257812,2.3501851558685303,-0.0577213354408741,0.0,0.0,0.7,0.7735654711723328,3.587015390396118,0.29719600081443787,0.0,0.0,1.0,1.672390203106312,1.7096360159462416
1.754,1.883132815361023,2.3638663291931152,-0.03485528379678726,0.0,0.0,0.7,0.7735654711723328,3.587015390396118,0.29719600081443787,0.0,0.0,1.0,1.6514337156579222,1.684485492019357
