time,cf231_x,cf231_y,cf231_z,cf231_ex,cf231_ey,cf231_ez,cf2_x,cf2_y,cf2_z,cf2_ex,cf2_ey,cf2_ez,separation_xy,separation_3d
1.796,1.883132815361023,2.3638663291931152,-0.03485528379678726,0.0,0.0,0.7,0.7171727418899536,3.5379388332366943,0.4025769531726837,0.0,0.0,1.0,1.6546628471322553,1.7115069674470906
1.854,1.8624873161315918,2.3850769996643066,0.027338171377778053,0.0,0.0,0.7,0.7171727418899536,3.5379388332366943,0.4025769531726837,0.0,0.0,1.0,1.625064885251722,1.667824938247752
1.897,1.8624873161315918,2.3850769996643066,0.027338171377778053,0.0,0.0,0.7,0.6698532700538635,3.4890143871307373,0.5055747032165527,0.0,0.0,1.0,1.6251319095107144,1.6940377515554723
1.955,1.869460105895996,2.407398223876953,0.07404215633869171,0.0,0.0,0.7,0.6698532700538635,3.4890143871307373,0.5055747032165527,0.0,0.0,1.0,1.6152244689859703,1.6718763184595633
2.056,1.8811949491500854,2.402973175048828,0.09655863046646118,0.0,0.0,0.7,0.6698532700538635,3.4890143871307373,0.5055747032165527,0.0,0.0,1.0,1.626909394482679,1.6775363857824084
2.115,1.8811949491500854,2.402973175048828,0.09655863046646118,0.0,0.0,0.7,0.6579425930976868,3.4538967609405518,0.5397493243217468,0.0,0.0,1.0,1.6126954796151887,1.6724845891939313
2.122,1.8811949491500854,2.402973175048828,0.09655863046646118,0.0,0.0,0.7,0.6643841862678528,3.4327573776245117,0.5712417364120483,0.0,0.0,1.0,1.5940777699160344,1.6632522321075138
2.153,1.8833680152893066,2.4010555744171143,0.14877581596374512,0.0,0.0,0.7,0.6643841862678528,3.4327573776245117,0.5712417364120483,0.0,0.0,1.0,1.5969753242167521,1.6519103002576843
2.19,1.8833680152893066,2.4010555744171143,0.14877581596374512,0.0,0.0,0.7,0.7014182209968567,3.4297080039978027,0.6254912614822388,0.0,0.0,1.0,1.5668858085738788,1.6377999734723756
2.252,1.8933371305465698,2.3804404735565186,0.18846683204174042,0.0,0.0,0.7,0.7014182209968567,3.4297080039978027,0.6254912614822388,0.0,0.0,1.0,1.5879650617631764,1.6470043683331024
2.289,1.8933371305465698,2.3804404735565186,0.18846683204174042,0.0,0.0,0.7,0.7588047385215759,3.444350242614746,0.6810428500175476,0.0,0.0,1.0,1.555335251722755,1.6314713845901154
2.351,1.8973575830459595,2.354349374771118,0.22191248834133148,0.0,0.0,0.7,0.7588047385215759,3.444350242614746,0.6810428500175476,0.0,0.0,1.0,1.5761993756103405,1.6417080010426215
2.391,1.8973575830459595,2.354349374771118,0.22191248834133148,0.0,0.0,0.7,0.8180369734764099,3.4695637226104736,0.7613112926483154,0.0,0.0,1.0,1.5519780990298617,1.643042023186305
2.453,1.8985730409622192,2.3192100524902344,0.2560104727745056,0.0,0.0,0.7,0.8180369734764099,3.4695637226104736,0.7613112926483154,0.0,0.0,1.0,1.5782495871999465,1.6571664605771945
2.494,1.8985730409622192,2.3192100524902344,0.2560104727745056,0.0,0.0,0.7,0.8873533606529236,3.5043118000030518,0.8227139711380005,0.0,0.0,1.0,1.5578932549448847,1.657764835210408
2.556,1.902492880821228,2.2914044857025146,0.2719498574733734,0.0,0.0,0.7,0.8873533606529236,3.5043118000030518,0.8227139711380005,0.0,0.0,1.0,1.5816612780526926,1.674811484135471
2.589,1.902492880821228,2.2914044857025146,0.2719498574733734,0.0,0.0,0.7,0.930011510848999,3.530458688735962,0.873309314250946,0.0,0.0,1.0,1.5751112128982876,1.6860037156702032
2.659,1.8930264711380005,2.2704474925994873,0.2886684834957123,0.0,0.0,0.7,0.930011510848999,3.530458688735962,0.873309314250946,0.0,0.0,1.0,1.5858833589295578,1.6902162373838048
2.692,1.8930264711380005,2.2704474925994873,0.2886684834957123,0.0,0.0,0.7,0.9327901005744934,3.5593228340148926,0.9118202328681946,0.0,0.0,1.0,1.6072503019323574,1.7238247114505696
2.79,1.8803222179412842,2.283672332763672,0.30004048347473145,0.0,0.0,0.7,0.9327901005744934,3.5593228340148926,0.9118202328681946,0.0,0.0,1.0,1.5890567374339044,1.702755348413862
2.791,1.8803222179412842,2.283672332763672,0.30004048347473145,0.0,0.0,0.7,0.9258937239646912,3.5749027729034424,0.9342020153999329,0.0,0.0,1.0,1.6056804786936825,1.726375002203082
2.856,1.8710432052612305,2.2958242893218994,0.36675503849983215,0.0,0.0,0.7,0.9258937239646912,3.5749027729034424,0.9342020153999329,0.0,0.0,1.0,1.5903928159911866,1.6885927219875847
2.889,1.8710432052612305,2.2958242893218994,0.36675503849983215,0.0,0.0,0.7,0.9041845202445984,3.5768706798553467,0.9547228813171387,0.0,0.0,1.0,1.6049596790856973,1.709269363113404
2.951,1.8631629943847656,2.3156235218048096,0.4320027530193329,0.0,0.0,0.7,0.9041845202445984,3.5768706798553467,0.9547228813171387,0.0,0.0,1.0,1.5844191704074904,1.6684185446351387
2.989,1.8631629943847656,2.3156235218048096,0.4320027530193329,0.0,0.0,0.7,0.8755692839622498,3.571570873260498,0.9682301878929138,0.0,0.0,1.0,1.5977312309943343,1.6853144954001231
3.07,1.8597512245178223,2.32552433013916,0.5064991116523743,0.0,0.0,0.7,0.8755692839622498,3.571570873260498,0.9682301878929138,0.0,0.0,1.0,1.587843216359968,1.6536147273493351
3.088,1.8597512245178223,2.32552433013916,0.5064991116523743,0.0,0.0,0.7,0.8474565148353577,3.5568103790283203,0.9779019951820374,0.0,0.0,1.0,1.5939905625317186,1.6622354201617369
3.149,1.8536369800567627,2.332855224609375,0.5910617113113403,0.0,0.0,0.7,0.8474565148353577,3.5568103790283203,0.9779019951820374,0.0,0.0,1.0,1.5844448076919142,1.6309845964468912
3.19,1.8536369800567627,2.332855224609375,0.5910617113113403,0.0,0.0,0.7,0.8338460922241211,3.5395827293395996,0.9998161196708679,0.0,0.0,1.0,1.5799255443149598,1.6319451252821797
3.25,1.8596868515014648,2.3290762901306152,0.6360491514205933,0.0,0.0,0.7,0.8338460922241211,3.5395827293395996,0.9998161196708679,0.0,0.0,1.0,1.586718343866085,1.6278825233877068
3.288,1.8596868515014648,2.3290762901306152,0.6360491514205933,0.0,0.0,0.7,0.8270816802978516,3.521026611328125,1.022993564605713,0.0,0.0,1.0,1.5770285374080237,1.6238057108824524
3.35,1.857134222984314,2.3215737342834473,0.6850582957267761,0.0,0.0,0.7,0.8270816802978516,3.521026611328125,1.022993564605713,0.0,0.0,1.0,1.5810425183863972,1.6167546786380056
3.392,1.857134222984314,2.3215737342834473,0.6850582957267761,0.0,0.0,0.7,0.8354762196540833,3.5089523792266846,1.0415523052215576,0.0,0.0,1.0,1.5664140966666356,1.6064685185342467
3.451,1.8628445863723755,2.314986228942871,0.7432700395584106,0.0,0.0,0.7,0.8354762196540833,3.5089523792266846,1.0415523052215576,0.0,0.0,1.0,1.5751320354043217,1.6031260833029015
3.49,1.8628445863723755,2.314986228942871,0.7432700395584106,0.0,0.0,0.7,0.8524063229560852,3.5058753490448,1.0543370246887207,0.0,0.0,1.0,1.5617946025495397,1.5924713654540024
3.552,1.86648428440094,2.29976749420166,0.7939419150352478,0.0,0.0,0.7,0.8524063229560852,3.5058753490448,1.0543370246887207,0.0,0.0,1.0,1.5757697386999385,1.5971399070006098
3.638,1.86648428440094,2.29976749420166,0.7939419150352478,0.0,0.0,0.7,0.876454770565033,3.5134778022766113,1.0593641996383667,0.0,0.0,1.0,1.566285781775968,1.5886157934999559
3.652,1.861022710800171,2.2823166847229004,0.8461276292800903,0.0,0.0,0.7,0.876454770565033,3.5134778022766113,1.0593641996383667,0.0,0.0,1.0,1.5764300575398087,1.5907864599791905
3.698,1.861022710800171,2.2823166847229004,0.8461276292800903,0.0,0.0,0.7,0.8966990113258362,3.5235369205474854,1.070817470550537,0.0,0.0,1.0,1.5717976559304017,1.587776242409
3.749,1.8645997047424316,2.264435052871704,0.8882381319999695,0.0,0.0,0.7,0.8966990113258362,3.5235369205474854,1.070817470550537,0.0,0.0,1.0,1.5881338940722116,1.5985945328214186
3.788,1.8645997047424316,2.264435052871704,0.8882381319999695,0.0,0.0,0.7,0.9079874753952026,3.535634994506836,1.072248935699463,0.0,0.0,1.0,1.5909293664238642,1.6015355833786433
3.849,1.8510428667068481,2.265333890914917,0.9183198809623718,0.0,0.0,0.7,0.9079874753952026,3.535634994506836,1.072248935699463,0.0,0.0,1.0,1.58209303293732,1.5895636252635696
3.891,1.8510428667068481,2.265333890914917,0.9183198809623718,0.0,0.0,0.7,0.9246732592582703,3.555572271347046,1.0692483186721802,0.0,0.0,1.0,1.5883562975430152,1.5955109279644808
3.952,1.832634687423706,2.272130012512207,0.9276654124259949,0.0,0.0,0.7,0.9246732592582703,3.555572271347046,1.0692483186721802,0.0,0.0,1.0,1.572138030453844,1.5785004612417468
4.055,1.8379244804382324,2.2967467308044434,0.9155154228210449,0.0,0.0,0.7,0.9246732592582703,3.555572271347046,1.0692483186721802,0.0,0.0,1.0,1.555207232014135,1.5627870417225258
4.071,1.8379244804382324,2.2967467308044434,0.9155154228210449,0.0,0.0,0.7,0.9262476563453674,3.576894998550415,1.065899133682251,0.0,0.0,1.0,1.5716024366871746,1.5787810106197286
4.1,1.8379244804382324,2.2967467308044434,0.9155154228210449,0.0,0.0,0.7,0.9241428971290588,3.5928616523742676,1.066556692123413,0.0,0.0,1.0,1.5858469888078648,1.5930235832979505
4.149,1.8461748361587524,2.3089404106140137,0.8722777962684631,0.0,0.0,0.7,0.9241428971290588,3.5928616523742676,1.066556692123413,0.0,0.0,1.0,1.5806949900705225,1.5925893824236892
4.189,1.8461748361587524,2.3089404106140137,0.8722777962684631,0.0,0.0,0.7,0.9154938459396362,3.5974340438842773,1.0741400718688965,0.0,0.0,1.0,1.5894599549951673,1.6022269898000796
4.249,1.859156847000122,2.3367111682891846,0.8315479755401611,0.0,0.0,0.7,0.9154938459396362,3.5974340438842773,1.0741400718688965,0.0,0.0,1.0,1.5747768186696305,1.5933527399230882
4.288,1.859156847000122,2.3367111682891846,0.8315479755401611,0.0,0.0,0.7,0.9092456698417664,3.599506378173828,1.0693989992141724,0.0,0.0,1.0,1.5801844786599994,1.5979850112127927
4.35,1.8738311529159546,2.355668544769287,0.773531973361969,0.0,0.0,0.7,0.9092456698417664,3.599506378173828,1.0693989992141724,0.0,0.0,1.0,1.57402595593782,1.601591398251313
4.387,1.8738311529159546,2.355668544769287,0.773531973361969,0.0,0.0,0.7,0.9035277366638184,3.5983526706695557,1.0671483278274536,0.0,0.0,1.0,1.5766269553559842,1.6037341176032522
4.448,1.8920857906341553,2.3830606937408447,0.7283668518066406,0.0,0.0,0.7,0.9035277366638184,3.5983526706695557,1.0671483278274536,0.0,0.0,1.0,1.5665827827653775,1.602795839697544
4.486,1.8920857906341553,2.3830606937408447,0.7283668518066406,0.0,0.0,0.7,0.9127083420753479,3.5862600803375244,1.0641200542449951,0.0,0.0,1.0,1.551408698780623,1.5873245300189234
4.548,1.9001022577285767,2.399596929550171,0.6950141787528992,0.0,0.0,0.7,0.9127083420753479,3.5862600803375244,1.0641200542449951,0.0,0.0,1.0,1.5437344908064938,1.587247720246708
4.588,1.9001022577285767,2.399596929550171,0.6950141787528992,0.0,0.0,0.7,0.9155257940292358,3.5840542316436768,1.0549310445785522,0.0,0.0,1.0,1.540236966623424,1.581730085589538
4.649,1.8993937969207764,2.407917022705078,0.6773638129234314,0.0,0.0,0.7,0.9155257940292358,3.5840542316436768,1.0549310445785522,0.0,0.0,1.0,1.5333932898521714,1.5791934636970155
4.692,1.8993937969207764,2.407917022705078,0.6773638129234314,0.0,0.0,0.7,0.9171213507652283,3.57742977142334,1.0508698225021362,0.0,0.0,1.0,1.5272914678904443,1.5722995793048968
4.751,1.8964027166366577,2.4073326587677,0.6725812554359436,0.0,0.0,0.7,0.9171213507652283,3.57742977142334,1.0508698225021362,0.0,0.0,1.0,1.5258175666140683,1.5720119231612304
4.789,1.8964027166366577,2.4073326587677,0.6725812554359436,0.0,0.0,0.7,0.9199694395065308,3.574554443359375,1.043015956878662,0.0,0.0,1.0,1.5217846888152258,1.5662217298790773
4.851,1.884306788444519,2.3966569900512695,0.6747949719429016,0.0,0.0,0.7,0.9199694395065308,3.574554443359375,1.043015956878662,0.0,0.0,1.0,1.522297255159605,1.5661978249293826
4.899,1.884306788444519,2.3966569900512695,0.6747949719429016,0.0,0.0,0.7,0.930275022983551,3.5747601985931396,1.0523109436035156,0.0,0.0,1.0,1.5159497945134004,1.5622490481175138
4.95,1.88430917263031,2.3799867630004883,0.6719367504119873,0.0,0.0,0.7,0.930275022983551,3.5747601985931396,1.0523109436035156,0.0,0.0,1.0,1.528942353749834,1.5755472852111383
4.988,1.88430917263031,2.3799867630004883,0.6719367504119873,0.0,0.0,0.7,0.9402850270271301,3.5814218521118164,1.0464946031570435,0.0,0.0,1.0,1.5279489064853442,1.5731883059197795
5.05,1.8719325065612793,2.3637800216674805,0.6955692172050476,2.5,2.5,0.7,0.9402850270271301,3.5814218521118164,1.0464946031570435,2.4570325241078366,2.2011349733187813,1.0,1.533172740877611,1.5728214392853765
5.093,1.8719325065612793,2.3637800216674805,0.6955692172050476,2.5,2.5,0.7,0.9537496566772461,3.6046578884124756,1.0629018545150757,2.4570325241078366,2.2011349733187813,1.0,1.543644267957736,1.586748528416496
5.149,1.864431619644165,2.3513433933258057,0.7149562239646912,2.5,2.5,0.7,0.9537496566772461,3.6046578884124756,1.0629018545150757,2.4570325241078366,2.2011349733187813,1.0,1.5492381551161316,1.587830287872964
5.252,1.856241226196289,2.337526559829712,0.7477756142616272,2.5,2.5,0.7,0.9537496566772461,3.6046578884124756,1.0629018545150757,2.4570325241078366,2.2011349733187813,1.0,1.5556711853501901,1.5872672693107295
5.351,1.8640787601470947,2.322688341140747,0.8003489375114441,2.5,2.5,0.7,0.9537496566772461,3.6046578884124756,1.0629018545150757,2.4570325241078366,2.2011349733187813,1.0,1.5723056308352708,1.5940762312334422
5.454,1.8720989227294922,2.3062338829040527,0.8395301103591919,2.5,2.5,0.7,0.9537496566772461,3.6046578884124756,1.0629018545150757,2.4570325241078366,2.2011349733187813,1.0,1.5903679676537867,1.6059779601932518
5.469,1.8720989227294922,2.3062338829040527,0.8395301103591919,2.5,2.5,0.7,0.9719257950782776,3.616915225982666,1.0844804048538208,2.4570325241078366,2.2011349733187813,1.0,1.5900305792152953,1.6087877080624196
5.496,1.8720989227294922,2.3062338829040527,0.8395301103591919,2.5,2.5,0.7,0.9757078886032104,3.619734048843384,1.0790468454360962,2.4570325241078366,2.2011349733187813,1.0,1.5902199759733353,1.6081566585275624
5.502,1.8720989227294922,2.3062338829040527,0.8395301103591919,2.5,2.5,0.7,0.9754094481468201,3.619292974472046,1.0570138692855835,2.4570325241078366,2.2011349733187813,1.0,1.5900239594976902,1.604828768801664
5.53,1.8720989227294922,2.3062338829040527,0.8395301103591919,2.5,2.5,0.7,0.9600479006767273,3.6028501987457275,1.041793704032898,2.4570325241078366,2.2011349733187813,1.0,1.5852605266435957,1.5981118542392871
5.55,1.8742002248764038,2.2995595932006836,0.8659751415252686,2.5,2.5,0.7,0.9600479006767273,3.6028501987457275,1.041793704032898,2.4570325241078366,2.2011349733187813,1.0,1.591929921303585,1.6016095158508166
5.634,1.8742002248764038,2.2995595932006836,0.8659751415252686,2.5,2.5,0.7,0.9474915862083435,3.589017629623413,1.0309661626815796,2.4570325241078366,2.2011349733187813,1.0,1.5879203155943218,1.596468905346851
5.649,1.8745726346969604,2.2901222705841064,0.8580382466316223,2.5,2.5,0.7,0.9474915862083435,3.589017629623413,1.0309661626815796,2.4570325241078366,2.2011349733187813,1.0,1.5958096453526662,1.6051518583454911
5.751,1.882064700126648,2.287815809249878,0.8418335914611816,2.5,2.5,0.7,0.9474915862083435,3.589017629623413,1.0309661626815796,2.4570325241078366,2.2011349733187813,1.0,1.6020465294748332,1.613172096243546
5.843,1.882064700126648,2.287815809249878,0.8418335914611816,2.5,2.5,0.7,0.936937153339386,3.57771635055542,1.0395760536193848,2.4570325241078366,2.2011349733187813,1.0,1.5990964593033274,1.611276378371143
5.851,1.8818919658660889,2.294569730758667,0.8194796442985535,2.5,2.5,0.7,0.936937153339386,3.57771635055542,1.0395760536193848,2.4570325241078366,2.2011349733187813,1.0,1.5935510175746521,1.6086787357981494
5.892,1.8818919658660889,2.294569730758667,0.8194796442985535,2.5,2.5,0.7,0.9335324764251709,3.564970016479492,1.0504616498947144,2.4570325241078366,2.2011349733187813,1.0,1.5853399027250255,1.6020784294413983
5.912,1.8818919658660889,2.294569730758667,0.8194796442985535,2.5,2.5,0.7,0.9463362693786621,3.5499789714813232,1.054213047027588,2.4570325241078366,2.2011349733187813,1.0,1.5656681713958136,1.5831666347162139
5.951,1.892570972442627,2.3139116764068604,0.7981961369514465,2.5,2.5,0.7,0.9463362693786621,3.5499789714813232,1.054213047027588,2.4570325241078366,2.2011349733187813,1.0,1.556670315524533,1.5775826854653876
5.994,1.892570972442627,2.3139116764068604,0.7981961369514465,2.5,2.5,0.7,0.9623215198516846,3.5311119556427,1.0627760887145996,2.4570325241078366,2.2011349733187813,1.0,1.5319727686279396,1.554652087990283
6.051,1.9148368835449219,2.34043288230896,0.7715063095092773,2.5,2.5,0.7,0.9623215198516846,3.5311119556427,1.0627760887145996,2.4570325241078366,2.2011349733187813,1.0,1.5247957809970996,1.5523660193475222
6.086,1.9148368835449219,2.34043288230896,0.7715063095092773,2.5,2.5,0.7,0.9983955025672913,3.508526563644409,1.0631436109542847,2.4570325241078366,2.2011349733187813,1.0,1.48469109687638,1.5130631079826495
6.149,1.928348183631897,2.369702100753784,0.7425801157951355,2.5,2.5,0.7,0.9983955025672913,3.508526563644409,1.0631436109542847,2.4570325241078366,2.2011349733187813,1.0,1.470283355784649,1.5048236111671092
6.202,1.928348183631897,2.369702100753784,0.7425801157951355,2.5,2.5,0.7,1.0388866662979126,3.487271547317505,1.0751820802688599,2.4570325241078366,2.2011349733187813,1.0,1.4283218330302225,1.466535824820722
6.25,1.9550611972808838,2.395749568939209,0.7304099202156067,2.5,2.5,0.7,1.0388866662979126,3.487271547317505,1.0751820802688599,2.4570325241078366,2.2011349733187813,1.0,1.4250599989139883,1.4661731967446827
6.287,1.9550611972808838,2.395749568939209,0.7304099202156067,2.5,2.5,0.7,1.089489459991455,3.4457597732543945,1.0824378728866577,2.4570325241078366,2.2011349733187813,1.0,1.360785016657759,1.4055815668334688
6.355,1.9727727174758911,2.406934976577759,0.7147595882415771,2.5,2.5,0.7,1.089489459991455,3.4457597732543945,1.0824378728866577,2.4570325241078366,2.2011349733187813,1.0,1.3635784800086022,1.4122795729394797
6.403,1.9727727174758911,2.406934976577759,0.7147595882415771,2.5,2.5,0.7,1.1414809226989746,3.398350715637207,1.0827008485794067,2.4570325241078366,2.2011349733187813,1.0,1.293812666392712,1.3451141166373988
6.448,1.9761728048324585,2.418734073638916,0.7137585282325745,2.5,2.5,0.7,1.1414809226989746,3.398350715637207,1.0827008485794067,2.4570325241078366,2.2011349733187813,1.0,1.286996232853673,1.338834470396714
6.486,1.9761728048324585,2.418734073638916,0.7137585282325745,2.5,2.5,0.7,1.2032361030578613,3.349219799041748,1.08076012134552,2.4570325241078366,2.2011349733187813,1.0,1.2096424389581522,1.264090581990099
6.557,2.0016419887542725,2.4228053092956543,0.7210383415222168,2.5,2.5,0.7,1.2032361030578613,3.349219799041748,1.08076012134552,2.4570325241078366,2.2011349733187813,1.0,1.222986412486331,1.2747923454451047
6.6,2.0016419887542725,2.4228053092956543,0.7210383415222168,2.5,2.5,0.7,1.2712277173995972,3.2812435626983643,1.0884528160095215,2.4570325241078366,2.2011349733187813,1.0,1.1271296476908397,1.1855018510177278
6.651,2.0221140384674072,2.421558380126953,0.7452850937843323,2.5,2.5,0.7,1.2712277173995972,3.2812435626983643,1.0884528160095215,2.4570325241078366,2.2011349733187813,1.0,1.1414415798890414,1.1919114756880291
6.686,2.0221140384674072,2.421558380126953,0.7452850937843323,2.5,2.5,0.7,1.3274798393249512,3.199495792388916,1.109015703201294,2.4570325241078366,2.2011349733187813,1.0,1.0429301453190047,1.1045375703170783
6.747,2.054185390472412,2.4126648902893066,0.7546656131744385,2.5,2.5,0.7,1.3274798393249512,3.199495792388916,1.109015703201294,2.4570325241078366,2.2011349733187813,1.0,1.0710760134404187,1.1281701169901022
6.787,2.054185390472412,2.4126648902893066,0.7546656131744385,2.5,2.5,0.7,1.3985012769699097,3.1074323654174805,1.1193262338638306,2.4570325241078366,2.2011349733187813,1.0,0.9553133000202291,1.02254626764617
6.849,2.0834920406341553,2.4026386737823486,0.784231960773468,2.5,2.5,0.7,1.3985012769699097,3.1074323654174805,1.1193262338638306,2.4570325241078366,2.2011349733187813,1.0,0.9828257699480634,1.0383807904290034
6.888,2.0834920406341553,2.4026386737823486,0.784231960773468,2.5,2.5,0.7,1.5000636577606201,3.0325844287872314,1.1158236265182495,2.4570325241078366,2.2011349733187813,1.0,0.8586153575327546,0.9204202110897495
6.952,2.127603054046631,2.400696277618408,0.8162609934806824,2.5,2.5,0.7,1.5000636577606201,3.0325844287872314,1.1158236265182495,2.4570325241078366,2.2011349733187813,1.0,0.8905550681898141,0.9395882612032594
7.001,2.127603054046631,2.400696277618408,0.8162609934806824,2.5,2.5,0.7,1.6494075059890747,2.94954776763916,1.108558177947998,2.4570325241078366,2.2011349733187813,1.0,0.7279484461691406,0.7844403000404722
7.05,2.156522750854492,2.4155099391937256,0.8383076786994934,2.5,2.5,0.7,1.6494075059890747,2.94954776763916,1.108558177947998,2.4570325241078366,2.2011349733187813,1.0,0.7364524925517109,0.7844728205168703
7.094,2.156522750854492,2.4155099391937256,0.8383076786994934,2.5,2.5,0.7,1.7936910390853882,2.8618476390838623,1.0806246995925903,2.4570325241078366,2.2011349733187813,1.0,0.5752079566630802,0.6241648276080778
7.149,2.1921498775482178,2.432192802429199,0.8499979376792908,2.5,2.5,0.7,1.7936910390853882,2.8618476390838623,1.0806246995925903,2.4570325241078366,2.2011349733187813,1.0,0.5859801401155952,0.629731234671194
7.194,2.1921498775482178,2.432192802429199,0.8499979376792908,2.5,2.5,0.7,1.9225941896438599,2.78798508644104,1.0579485893249512,2.4570325241078366,2.2011349733187813,1.0,0.44637251062756317,0.49243465735446446
7.283,2.2205653190612793,2.441678047180176,0.8608325123786926,2.5,2.5,0.7,1.9225941896438599,2.78798508644104,1.0579485893249512,2.4570325241078366,2.2011349733187813,1.0,0.456853761512279,0.49756417395005603
7.29,2.2205653190612793,2.441678047180176,0.8608325123786926,2.5,2.5,0.7,2.0045053958892822,2.731534004211426,1.0041424036026,2.4570325241078366,2.2011349733187813,1.0,0.3615222900840156,0.38889084734691215
7.347,2.2600855827331543,2.462189197540283,0.853891134262085,2.5,2.5,0.7,2.0045053958892822,2.731534004211426,1.0041424036026,2.4570325241078366,2.2011349733187813,1.0,0.3713056110374091,0.4005537426192642
7.393,2.2600855827331543,2.462189197540283,0.853891134262085,2.5,2.5,0.7,2.063974618911743,2.6800074577331543,0.9807469248771667,2.4570325241078366,2.2011349733187813,1.0,0.2930943612634199,0.3193692161386091
7.447,2.3009002208709717,2.489861011505127,0.8414081931114197,2.5,2.5,0.7,2.063974618911743,2.6800074577331543,0.9807469248771667,2.4570325241078366,2.2011349733187813,1.0,0.3037917245036324,0.33422252175306455
7.506,2.3009002208709717,2.489861011505127,0.8414081931114197,2.5,2.5,0.7,2.094264268875122,2.636706590652466,0.964853048324585,2.4570325241078366,2.2011349733187813,1.0,0.25349958732185035,0.281958637127767
7.546,2.351835012435913,2.512303113937378,0.8156464695930481,2.5,2.5,0.7,2.094264268875122,2.636706590652466,0.964853048324585,2.4570325241078366,2.2011349733187813,1.0,0.28604005481271355,0.322616670514762
7.587,2.351835012435913,2.512303113937378,0.8156464695930481,2.5,2.5,0.7,2.1241021156311035,2.609818696975708,0.9243469834327698,2.4570325241078366,2.2011349733187813,1.0,0.2477328424380092,0.27053163018662907
7.648,2.399453639984131,2.5178558826446533,0.7762009501457214,2.5,2.5,0.7,2.1241021156311035,2.609818696975708,0.9243469834327698,2.4570325241078366,2.2011349733187813,1.0,0.2903026372309143,0.3259184995699248
7.689,2.399453639984131,2.5178558826446533,0.7762009501457214,2.5,2.5,0.7,2.1371660232543945,2.599918842315674,0.861591637134552,2.4570325241078366,2.2011349733187813,1.0,0.27482562333183674,0.2877858451421074
7.747,2.4407224655151367,2.5117297172546387,0.7350517511367798,2.5,2.5,0.7,2.1371660232543945,2.599918842315674,0.861591637134552,2.4570325241078366,2.2011349733187813,1.0,0.31610731629785194,0.34049402074832297
7.784,2.4407224655151367,2.5117297172546387,0.7350517511367798,2.5,2.5,0.7,2.1671011447906494,2.5477280616760254,0.8749627470970154,2.4570325241078366,2.2011349733187813,1.0,0.2759791802946257,0.3094181551665619
7.846,2.4706616401672363,2.5152151584625244,0.70673006772995,2.5,2.5,0.7,2.1671011447906494,2.5477280616760254,0.8749627470970154,2.4570325241078366,2.2011349733187813,1.0,0.30529668067086696,0.34858040340167024
7.884,2.4706616401672363,2.5152151584625244,0.70673006772995,2.5,2.5,0.7,2.1909496784210205,2.4807965755462646,0.909860372543335,2.4570325241078366,2.2011349733187813,1.0,0.28182161094188635,0.3473979578631093
7.946,2.4984753131866455,2.520181179046631,0.6913244724273682,2.5,2.5,0.7,2.1909496784210205,2.4807965755462646,0.909860372543335,2.4570325241078366,2.2011349733187813,1.0,0.3100373574762913,0.3793166258818317
7.984,2.4984753131866455,2.520181179046631,0.6913244724273682,2.5,2.5,0.7,2.204956293106079,2.453108549118042,0.9274762868881226,2.4570325241078366,2.2011349733187813,1.0,0.3010849594958097,0.38264844479979265
8.047,2.504610300064087,2.51483416557312,0.6858193874359131,2.5,2.5,0.7,2.204956293106079,2.453108549118042,0.9274762868881226,2.4570325241078366,2.2011349733187813,1.0,0.3059453801134268,0.38987258516803214
8.09,2.504610300064087,2.51483416557312,0.6858193874359131,2.5,2.5,0.7,2.224155902862549,2.432230234146118,0.9532427787780762,2.4570325241078366,2.2011349733187813,1.0,0.2923663427908126,0.39622386176733304
8.148,2.504962682723999,2.5134711265563965,0.6983585357666016,2.5,2.5,0.7,2.224155902862549,2.432230234146118,0.9532427787780762,2.4570325241078366,2.2011349733187813,1.0,0.2923226474561548,0.38783824921132753
8.201,2.504962682723999,2.5134711265563965,0.6983585357666016,2.5,2.5,0.7,2.258904457092285,2.409731149673462,0.9890944957733154,2.4570325241078366,2.2011349733187813,1.0,0.26703301894091525,0.3947581938930777
8.246,2.5143470764160156,2.5135254859924316,0.7126347422599792,2.5,2.5,0.7,2.258904457092285,2.409731149673462,0.9890944957733154,2.4570325241078366,2.2011349733187813,1.0,0.2757248556421123,0.390453827400268
8.286,2.5143470764160156,2.5135254859924316,0.7126347422599792,2.5,2.5,0.7,2.2973413467407227,2.4016716480255127,1.0221165418624878,2.4570325241078366,2.2011349733187813,1.0,0.24413678088284052,0.3941849211538201
8.346,2.5153675079345703,2.5106890201568604,0.7249566316604614,2.5,2.5,0.7,2.2973413467407227,2.4016716480255127,1.0221165418624878,2.4570325241078366,2.2011349733187813,1.0,0.24376257791414657,0.3843490687157011
8.402,2.5153675079345703,2.5106890201568604,0.7249566316604614,2.5,2.5,0.7,2.337115526199341,2.3798305988311768,1.0536441802978516,2.4570325241078366,2.2011349733187813,1.0,0.2211282329879808,0.3961479522269974
8.448,2.50763201713562,2.505358934402466,0.7331050634384155,2.5,2.5,0.7,2.337115526199341,2.3798305988311768,1.0536441802978516,2.4570325241078366,2.2011349733187813,1.0,0.21173860468162242,0.3841595529848862
